,Wikipedia_features,wikipedia_featurs_No
8466,boxes,19.8426758947802
8467,again if,19.839132302816818
8468,the books,19.8381699832782
8469,legally,19.834613076612808
8470,involved with,19.832576761189326
8471,your messages,19.83104575553411
8472,plans,19.827037914577186
8473,and from,19.827024151605926
8474,the late,19.82592109491916
8475,of both,19.822721308443153
8476,if an,19.81429391898756
8477,as ve,19.813053336386826
8478,topic of,19.810411636767757
8479,edward,19.80995775615052
8480,the press,19.809687438202477
8481,merits,19.807408582272593
8482,the long,19.804258387546003
8483,capacity,19.802921494667512
8484,the flag,19.80089005401409
8485,are already,19.798857184719125
8486,account of,19.792190639557557
8487,ranking,19.790203596814557
8488,rare,19.781196623554987
8489,depending on,19.779309864928038
8490,once you,19.778493239815536
8491,is new,19.77528825768986
8492,multi,19.77361106558377
8493,but did,19.772230816324658
8494,inspired,19.77179694946104
8495,audience,19.769919996585912
8496,page help,19.764085913229373
8497,details of,19.76301400255854
8498,power to,19.756216425889328
8499,deletion please,19.750046309492415
8500,upper,19.743390110690612
8501,to build,19.74261698108475
8502,affected,19.740187897141343
8503,return to,19.738697360726288
8504,what wrote,19.736742720415318
8505,argument is,19.73567808189338
8506,the theory,19.732751474889987
8507,1997,19.732400884576926
8508,notice the,19.7255600168972
8509,representation,19.721060574600884
8510,the results,19.719295680341876
8511,temple,19.715423241566743
8512,it stands,19.714662447153792
8513,interaction,19.704343259278673
8514,sadly,19.702488279591027
8515,you two,19.700119649098415
8516,not include,19.69988766132077
8517,territories,19.69033359649033
8518,not give,19.687490646775323
8519,as whole,19.684581154676483
8520,mode,19.682918251171888
8521,to new,19.677660835020557
8522,are free,19.676648411880574
8523,if my,19.67647937479453
8524,there but,19.675589573612935
8525,is common,19.670688608343116
8526,95,19.66728224934441
8527,they know,19.66166469325252
8528,evidently,19.65653214892927
8529,as their,19.65605134004314
8530,manager,19.65080259898174
8531,am an,19.647273101439655
8532,comprehensive,19.638396481477415
8533,undue weight,19.63780024943636
8534,depends,19.632120469421224
8535,editing articles,19.631123428739894
8536,is where,19.63091353439149
8537,here because,19.625145434947775
8538,convince,19.624422497113134
8539,fc,19.62176507776602
8540,flat,19.619264654518332
8541,pressure,19.60831422108738
8542,reverse,19.604959207596863
8543,have very,19.601080270775626
8544,contrast,19.59819250945821
8545,aid,19.597396385338122
8546,stephen,19.594969382955036
8547,reflects,19.586351586526117
8548,and paste,19.5847497935761
8549,to insert,19.583530226063722
8550,until then,19.57907569929992
8551,to remain,19.575443413362542
8552,the form,19.574428717828162
8553,could find,19.572503624818335
8554,kinds of,19.564103912640228
8555,me was,19.56140875089296
8556,last year,19.561361329693078
8557,creative,19.559502055003342
8558,ruling,19.5539547984434
8559,abortion,19.553926854785576
8560,war and,19.548848709614365
8561,of america,19.548241436798207
8562,disney,19.54507395941279
8563,hardcore,19.529892148527864
8564,this just,19.52914237712771
8565,though you,19.52598736628602
8566,synthesis,19.525664471031025
8567,in discussion,19.52400477733639
8568,to replace,19.522173218534753
8569,biased and,19.518653171300087
8570,the creator,19.5161306021061
8571,time is,19.510598170940046
8572,list and,19.510569150371246
8573,string,19.509092154798754
8574,universal,19.507287977919248
8575,wiki and,19.504742198460953
8576,consensus and,19.502412643448338
8577,to destroy,19.502312080047204
8578,this because,19.501241727059483
8579,agency,19.5010783439923
8580,have provided,19.499111418070342
8581,to clean,19.498099058817495
8582,decades,19.491384575026327
8583,consistently,19.489326326246772
8584,he never,19.48213268985237
8585,be it,19.47829641351439
8586,to in,19.465205145204102
8587,who wrote,19.457639905423036
8588,replies,19.456272803416006
8589,work is,19.44379447665078
8590,ashamed,19.4406012069496
8591,others have,19.43901493273767
8592,families,19.438367358894023
8593,senior,19.43833338118143
8594,image copyright,19.43758537922576
8595,meaningful,19.43657899052107
8596,claims to,19.433532514392294
8597,aside from,19.431494074749274
8598,hominem,19.43080958182389
8599,ad hominem,19.43080958182389
8600,for few,19.42259443673513
8601,proposed deletion,19.420508464692862
8602,in wiki,19.415017577758796
8603,of not,19.407135204590308
8604,command,19.402132917096456
8605,is by,19.39899345112845
8606,is stupid,19.390245000044715
8607,neutral and,19.387475234912383
8608,articles if,19.38351818891059
8609,finds,19.376086245892147
8610,phenomenon,19.375047347894046
8611,malicious,19.37455257621344
8612,temporary,19.373823516479483
8613,can write,19.37133223705375
8614,portuguese,19.368301429078723
8615,towards the,19.355049523808635
8616,or for,19.348206285611106
8617,subject matter,19.34783398307105
8618,my view,19.33882274967033
8619,aspects of,19.33622689988798
8620,have used,19.334695998731288
8621,tribes,19.332795379983263
8622,investigations,19.329797010456904
8623,you then,19.325228488660017
8624,the jewish,19.32330661153042
8625,sorts,19.320922002260087
8626,your argument,19.31950042170954
8627,altogether,19.316124352768313
8628,harsh,19.313900596801393
8629,imperial,19.313064850796586
8630,drugs,19.3102278773376
8631,releases,19.30425969346901
8632,the back,19.295654076473415
8633,version is,19.294137754517372
8634,with in,19.29193998239052
8635,of knowledge,19.285043829495216
8636,is entirely,19.277356213866938
8637,the arbitration,19.277168044575305
8638,blah blah,19.276282646371477
8639,required to,19.26662733430865
8640,so to,19.26518014543151
8641,uploaded or,19.26081737837436
8642,your mind,19.257038584028887
8643,of no,19.249173823493724
8644,even when,19.249161706687314
8645,and believe,19.24230898375254
8646,rules of,19.242277427231702
8647,to more,19.230369443846914
8648,is required,19.22305034336397
8649,rely,19.215809000005297
8650,19th,19.21189376032675
8651,material to,19.21143394375466
8652,economics,19.20918824873341
8653,the soviet,19.2076364677714
8654,marine,19.202115803064995
8655,answer your,19.20205991575216
8656,1993,19.199523682150563
8657,firm,19.198605776702067
8658,there seems,19.189632839092198
8659,editor has,19.18872034370717
8660,the court,19.187670410700786
8661,path,19.186240437260693
8662,options,19.178283847130583
8663,cocksucker,19.17618731736786
8664,writings,19.175373037775323
8665,support of,19.173970790135293
8666,countless,19.169564678192106
8667,any kind,19.163985188391923
8668,for our,19.160936776181
8669,florida,19.15880081922166
8670,respect to,19.154809796637522
8671,his work,19.151001282183802
8672,duplicate,19.148258146560288
8673,followed by,19.139108696490354
8674,devoted,19.132814533521984
8675,content that,19.13142485680166
8676,book and,19.130300020056104
8677,printed,19.12588140469637
8678,fired,19.123930967064663
8679,than any,19.112310174915233
8680,punished,19.109162273706833
8681,origin of,19.104486420278928
8682,duty,19.102201843754216
8683,links for,19.09756345692298
8684,did in,19.097106018443455
8685,the obvious,19.09595101737912
8686,surface,19.087034416440193
8687,bell,19.08608449095292
8688,billion,19.080985266125506
8689,my actions,19.072081009486112
8690,planned,19.06398257941195
8691,accept that,19.060728741348672
8692,person and,19.059827787143014
8693,the better,19.0597102709521
8694,please look,19.05804400217497
8695,lied,19.051019234028328
8696,in life,19.050680497343475
8697,appropriate for,19.049405614755273
8698,volunteer,19.048824827074043
8699,150,19.046089264537954
8700,in with,19.043171450390233
8701,subject and,19.035697510746346
8702,is almost,19.035469922650247
8703,find its,19.033906073850428
8704,competition,19.031065604229223
8705,in reality,19.025102106627543
8706,1996,19.020760707975946
8707,edits of,19.019765197300128
8708,even be,19.013648024313472
8709,root,19.011488084825352
8710,footnotes,19.004633480391377
8711,to many,19.002902248087896
8712,others are,18.99592287813147
8713,light of,18.99085875218407
8714,have noticed,18.98658953457283
8715,offering,18.985077607597344
8716,by another,18.982303745869665
8717,the ability,18.96803728348762
8718,rm,18.963271140330896
8719,was and,18.950711842778883
8720,place on,18.949103796006458
8721,to express,18.948007181275198
8722,that such,18.944989009910444
8723,is allowed,18.942641939826448
8724,is likely,18.936844403994996
8725,handed,18.935100474503518
8726,desire to,18.93031904010247
8727,be written,18.930015774555145
8728,the owner,18.92774300213128
8729,first article,18.923177922608186
8730,motivated,18.91563332048969
8731,this editor,18.912101730276543
8732,studied,18.907777337160226
8733,please remember,18.896283470541853
8734,references for,18.895371333774765
8735,hypothesis,18.89304552295253
8736,weapons,18.88997206596424
8737,the east,18.886286019442103
8738,let alone,18.881011970009382
8739,man and,18.872043386928155
8740,few weeks,18.86657801427154
8741,or no,18.866549272598757
8742,paying,18.865662575524937
8743,avoiding,18.858090692092986
8744,applied to,18.854274837772692
8745,worked on,18.851700329326686
8746,72,18.851129820101885
8747,always be,18.84352562572885
8748,fact and,18.842925423152227
8749,the data,18.837100728774203
8750,have come,18.83705348769158
8751,country and,18.836571688440767
8752,circumcision,18.83473083007388
8753,on our,18.827122576842708
8754,border top,18.82418981379818
8755,way or,18.82107483576731
8756,write the,18.81789133894449
8757,lay,18.817271507989823
8758,links that,18.816605849211143
8759,generally accepted,18.81402840092173
8760,deliberate,18.80393181064968
8761,ordinary,18.80104364602969
8762,flawed,18.80103339805834
8763,mongo,18.79030774683542
8764,are other,18.787734533914865
8765,then go,18.779574511775554
8766,poop,18.776076950590706
8767,tribe,18.77255687080355
8768,golden,18.76736590264067
8769,urge,18.75407207432198
8770,sri,18.739987684513935
8771,case for,18.7382062408074
8772,holder,18.735874323902234
8773,why we,18.73145947787107
8774,effectively,18.721850549740633
8775,statement is,18.700467889732252
8776,nothing else,18.690204311531115
8777,safety,18.687477043477667
8778,exclusive,18.68021948172399
8779,images are,18.678045889023853
8780,wikipedia we,18.67773731947408
8781,wake,18.671864046873345
8782,advanced,18.664682686492174
8783,article also,18.661810168439303
8784,especially in,18.66088684205082
8785,owner of,18.6520992432039
8786,entered,18.65099958442012
8787,on both,18.648943933436488
8788,the king,18.63092223153547
8789,bias and,18.629865563523207
8790,the report,18.623981637869214
8791,faggots,18.623305742777895
8792,troops,18.620816291906323
8793,and every,18.6183266733978
8794,window,18.613488022154247
8795,beatles,18.60931377782068
8796,section the,18.60588454978678
8797,violate the,18.603750303060604
8798,duke,18.598479120359684
8799,essential,18.597869294606188
8800,applicable,18.596244425696074
8801,the spirit,18.593694636095236
8802,actors,18.58443289200922
8803,been used,18.58212385738594
8804,briefly,18.579297479064216
8805,first to,18.57590795772706
8806,the russian,18.57531464645167
8807,francisco,18.556433681454777
8808,them from,18.55558000875727
8809,ultimate,18.555505896541398
8810,to save,18.548826591232377
8811,or have,18.546590026453796
8812,it simply,18.546276356538172
8813,you faggot,18.542713867614463
8814,of state,18.54099202155689
8815,york times,18.538374298809014
8816,the specific,18.534498956921233
8817,brings,18.533322988846095
8818,by others,18.53319766347626
8819,the historical,18.531831829083263
8820,rationale for,18.522797578875508
8821,distinguish,18.513885560298903
8822,to quote,18.49718218328744
8823,captured,18.49395479252136
8824,firstly,18.490534222801912
8825,those articles,18.48971957457498
8826,be part,18.485085769011725
8827,for deleting,18.485030900193962
8828,large number,18.468503511373537
8829,pink,18.46749640005641
8830,parliament,18.46569230019773
8831,interviews,18.465463124199015
8832,unusual,18.463751891048403
8833,was more,18.456014442384422
8834,him that,18.448858771447487
8835,governor,18.447802126039136
8836,has had,18.435978361780784
8837,is often,18.423508039112434
8838,as some,18.421700597705485
8839,the scientific,18.4210256707608
8840,questions please,18.419005555493218
8841,own the,18.416461406578545
8842,fields,18.415198109270055
8843,crown,18.40342196407007
8844,seen in,18.398662506691966
8845,the party,18.392815217001008
8846,claim of,18.388570626056364
8847,points of,18.38186265455942
8848,of content,18.380030495157097
8849,at what,18.376920420046233
8850,while it,18.37671073140569
8851,kurds,18.376688492935113
8852,portion of,18.37604601681978
8853,language of,18.372237633393777
8854,things and,18.368169850559273
8855,people would,18.360299503050154
8856,enemies,18.359935580126397
8857,conform to,18.358573079095095
8858,help desk,18.345604215424807
8859,ottoman,18.344953442811757
8860,it he,18.34194358172954
8861,failing,18.340923274802243
8862,by their,18.332488786470115
8863,be said,18.322753250830107
8864,immediate,18.322744303991126
8865,phrases,18.312885119804616
8866,exclusively,18.302494687327005
8867,hospital,18.299582431821708
